order_id,customer_id,order_date,channel,order_status,payment_method,shipping_cost,discount_pct,total_amount
ORD115169,CUST002281,2023-12-11,Mobile App,Completed,Store Credit,0.0,0,3896.56
ORD126551,CUST001301,2024-06-19,Mobile App,Completed,Store Credit,5.99,0,455.53
ORD102135,CUST004241,2024-08-16,Mobile App,Completed,Paypal,5.99,0,536.05
ORD101485,CUST002964,2023-04-27,Online,Completed,Gift Card,5.99,0,326.94
ORD119510,CUST001106,2025-06-08,Mobile App,Completed,Gift Card,5.99,5,4219.55
ORD109111,CUST001313,2025-02-09,Online,Completed,Debit Card,0.0,0,976.65
ORD121418,CUST003227,2024-06-01,In-Store,Completed,Store Credit,5.99,0,1143.24
ORD120978,CUST001971,2026-03-23,Online,Completed,Paypal,0.0,0,766.81
ORD119152,CUST000255,2026-03-15,In-Store,Completed,Paypal,12.99,0,3609.67
ORD103236,CUST005132,2024-11-17,In-Store,Completed,Debit Card,5.99,0,3197.27
ORD114550,CUST002565,2026-05-30,In-Store,Completed,Gift Card,5.99,0,1072.37
ORD110261,CUST004204,2024-12-04,Mobile App,Completed,Paypal,0.0,10,1139.49
ORD123913,CUST002751,2024-10-30,Online,Completed,Paypal,0.0,0,1532.98
ORD117607,CUST002643,2025-08-13,Online,Completed,Credit Card,4.99,0,1423.29
ORD122644,CUST004347,2023-12-03,In-Store,Completed,Gift Card,12.99,15,600.16
ORD100291,CUST005704,2026-04-10,Mobile App,Completed,Store Credit,5.99,0,1527.21
ORD113917,CUST000496,2025-12-13,Mobile App,Completed,Store Credit,12.99,0,3014.31
ORD116762,CUST004030,2022-07-05,Mobile App,Completed,Store Credit,12.99,0,408.26
ORD113674,CUST000583,2024-08-30,In-Store,Completed,Gift Card,5.99,15,335.76
ORD122246,CUST003927,2025-07-31,Mobile App,Completed,Credit Card,0.0,0,670.13
ORD112916,CUST000677,2022-12-21,In-Store,Returned,Gift Card,5.99,10,3024.14
ORD106209,CUST005246,2023-04-24,Mobile App,Completed,Paypal,7.99,0,1020.53
ORD125168,CUST001972,2026-03-04,In-Store,Completed,Debit Card,0.0,0,940.37
ORD121945,CUST003327,2025-08-27,Mobile App,Completed,Gift Card,5.99,20,2702.5
ORD128121,CUST004379,2025-04-03,Online,Completed,Gift Card,0.0,0,1941.35
ORD109634,CUST000149,2025-11-20,Mobile App,Completed,Debit Card,12.99,0,2154.38
ORD100978,CUST002526,2025-12-27,In-Store,Completed,Gift Card,12.99,10,1146.27
ORD106475,CUST003407,2025-10-07,Mobile App,Completed,Credit Card,4.99,25,533.78
ORD121017,CUST003063,2025-07-25,Online,Completed,Debit Card,4.99,0,1387.12
ORD109665,CUST005740,2026-02-22,Mobile App,Completed,Debit Card,12.99,15,353.3
ORD115588,CUST000011,2026-02-27,Online,Completed,Debit Card,12.99,5,157.58
ORD104582,CUST900014,2026-01-16,Mobile App,Completed,Store Credit,12.99,0,620.02
ORD111079,CUST005310,2023-09-09,Mobile App,Completed,Paypal,12.99,0,1044.77
ORD103441,CUST001592,2025-07-31,Mobile App,Completed,Credit Card,5.99,0,1976.47
ORD108989,CUST003191,2024-03-18,In-Store,Completed,Gift Card,12.99,0,1530.69
ORD105782,CUST004714,2022-10-22,Online,Completed,Debit Card,0.0,0,74.1
ORD108855,CUST002236,2025-03-05,Online,Pending,Store Credit,4.99,0,1410.23
ORD124433,CUST000285,2025-10-15,In-Store,Completed,Debit Card,5.99,5,2016.56
ORD119281,CUST005420,2026-03-26,Mobile App,Completed,Credit Card,4.99,0,1246.16
ORD114581,CUST001793,2024-07-05,Mobile App,Completed,Gift Card,5.99,0,1961.9
ORD103288,CUST003108,2026-01-02,In-Store,Completed,Store Credit,4.99,0,6035.41
ORD107902,CUST005509,2024-07-31,In-Store,Completed,Paypal,7.99,0,1679.8
ORD113887,CUST003561,2026-03-06,Online,Completed,Debit Card,7.99,0,1747.8
ORD122331,CUST006056,2025-01-13,Online,Completed,Paypal,0.0,20,1908.56
ORD127020,CUST004387,2025-02-19,In-Store,Completed,Gift Card,5.99,5,1012.05
ORD111169,CUST002136,2026-03-17,Online,Completed,Store Credit,0.0,0,1736.03
ORD110730,CUST004288,2026-01-18,Mobile App,Completed,Gift Card,0.0,15,1544.31
ORD105803,CUST002425,2025-09-28,Online,Cancelled,Debit Card,12.99,5,1017.39
ORD118862,CUST004189,2025-05-25,Online,Completed,Store Credit,0.0,0,1819.53
ORD125865,CUST001277,2026-04-09,In-Store,Completed,Paypal,12.99,0,1675.98
ORD111919,CUST003803,2025-05-26,Online,Returned,Credit Card,0.0,0,1651.81
ORD119713,CUST004186,2022-02-19,In-Store,Completed,Gift Card,5.99,0,4032.85
ORD100924,CUST004789,2024-03-11,In-Store,Completed,Credit Card,0.0,0,1263.71
ORD116594,CUST004807,2020-11-08,Mobile App,Completed,Paypal,0.0,0,654.72
ORD114948,CUST001237,2024-12-06,Mobile App,Completed,Paypal,5.99,20,892.45
ORD120538,CUST000877,2025-08-28,In-Store,Completed,Debit Card,0.0,0,4777.65
ORD103842,CUST001560,2025-04-14,In-Store,Completed,Paypal,5.99,0,8164.26
ORD108204,CUST001214,2024-05-15,Online,Completed,Store Credit,7.99,0,2342.84
ORD103296,CUST001417,2025-11-24,Online,Completed,Store Credit,0.0,5,432.12
ORD108290,CUST003378,2026-05-22,In-Store,Completed,Store Credit,0.0,0,2120.58
ORD117539,CUST004623,2024-06-29,In-Store,Completed,Store Credit,5.99,0,346.05
ORD117013,CUST001501,2023-11-28,Online,Pending,Store Credit,7.99,0,243.49
ORD124478,CUST000044,2024-04-13,Online,Returned,Store Credit,5.99,10,3734.85
ORD120777,CUST003051,2026-02-01,In-Store,Completed,Gift Card,0.0,5,1385.76
ORD114940,CUST004823,2024-11-13,In-Store,Completed,Credit Card,0.0,0,4333.82
ORD125231,CUST003023,2024-06-22,Mobile App,Completed,Store Credit,0.0,0,2413.98
ORD127480,CUST002097,2026-01-31,In-Store,Completed,Paypal,0.0,0,1545.76
ORD124995,CUST003945,2025-01-11,Online,Completed,Paypal,0.0,0,1757.16
ORD110413,CUST003643,2023-11-13,Online,Completed,Debit Card,7.99,5,1046.85
ORD112540,CUST005791,2026-06-02,Mobile App,Completed,Paypal,0.0,0,1138.38
ORD117876,CUST004991,2021-08-03,In-Store,Completed,Debit Card,12.99,10,2007.5
ORD116081,CUST005274,2026-05-24,In-Store,Completed,Paypal,7.99,0,1884.63
ORD105387,CUST003921,2025-12-28,Mobile App,Completed,Paypal,7.99,0,519.63
ORD125931,CUST001167,2024-10-09,Online,Completed,Credit Card,12.99,15,455.75
ORD102215,CUST005949,2024-05-19,Mobile App,Cancelled,Store Credit,0.0,0,514.3
ORD124066,CUST003640,2024-01-29,In-Store,Completed,Store Credit,5.99,0,453.49
ORD114059,CUST006041,2025-10-10,In-Store,Completed,Paypal,5.99,0,229.39
ORD108961,CUST004802,2024-05-07,Mobile App,Completed,Store Credit,0.0,5,1290.17
ORD102931,CUST005056,2022-12-15,In-Store,Completed,Debit Card,0.0,25,110.61
ORD116894,CUST001740,2025-10-20,Online,Completed,Store Credit,5.99,0,1339.03
ORD116178,CUST005608,2021-05-03,Online,Completed,Gift Card,7.99,5,256.9
ORD125771,CUST002149,2022-12-15,Mobile App,Completed,Credit Card,5.99,0,3718.64
ORD127922,CUST004203,2024-11-19,Mobile App,Completed,Store Credit,0.0,0,2032.72
ORD111170,CUST004065,2024-01-10,Online,Completed,Store Credit,4.99,0,1129.63
ORD107971,CUST004207,2024-05-14,Mobile App,Completed,Paypal,5.99,0,1218.81
ORD124070,CUST002159,2025-12-24,In-Store,Completed,Store Credit,0.0,10,769.73
ORD113888,CUST003561,2026-06-12,Mobile App,Completed,Credit Card,5.99,0,2466.44
ORD117770,CUST005095,2024-11-08,Online,Completed,Paypal,4.99,0,1092.39
ORD119146,CUST000255,2024-01-03,Mobile App,Completed,Store Credit,7.99,0,1780.59
ORD119502,CUST002900,2024-05-16,In-Store,Completed,Paypal,4.99,0,822.69
ORD122706,CUST003316,2024-05-18,Mobile App,Cancelled,Credit Card,7.99,0,1492.82
ORD126627,CUST002343,2025-06-16,In-Store,Completed,Store Credit,4.99,5,2529.37
ORD124130,CUST002935,2024-11-25,In-Store,Completed,Paypal,7.99,0,2414.59
ORD111138,CUST001210,2024-07-08,In-Store,Completed,Store Credit,0.0,0,1924.39
ORD112439,CUST003360,2026-06-21,Mobile App,Completed,Debit Card,7.99,0,672.39
ORD102196,CUST004294,2025-03-17,Mobile App,Completed,Debit Card,12.99,5,1019.39
ORD116302,CUST001939,2025-05-31,Online,Completed,Store Credit,0.0,5,1220.56
ORD109033,CUST004029,2025-11-08,Online,Completed,Debit Card,0.0,0,2176.97
ORD113167,CUST001610,2025-04-19,Online,Completed,Store Credit,7.99,0,372.54
ORD100729,CUST005523,2025-09-23,Mobile App,Completed,Gift Card,0.0,25,3170.91
ORD117098,CUST002789,2023-01-08,In-Store,Completed,Gift Card,0.0,5,2051.64
ORD118434,CUST003960,2024-02-25,Mobile App,Completed,Debit Card,0.0,0,991.15
ORD122412,CUST000358,2023-05-05,In-Store,Completed,Paypal,7.99,0,198.31
ORD103738,CUST000775,2024-10-08,In-Store,Completed,Debit Card,0.0,0,519.57
ORD128031,CUST005001,2025-05-07,Mobile App,Completed,Paypal,4.99,0,247.85
ORD104755,CUST000917,2025-12-01,Mobile App,Completed,Store Credit,0.0,0,491.08
ORD102222,CUST005767,2023-07-25,In-Store,Completed,Credit Card,12.99,0,2062.76
ORD106717,CUST005192,2024-05-27,In-Store,Completed,Credit Card,5.99,0,300.53
ORD108982,CUST003268,2024-07-21,Mobile App,Returned,Credit Card,7.99,20,589.09
ORD124902,CUST002309,2025-03-28,In-Store,Completed,Gift Card,4.99,0,363.47
ORD109755,CUST003737,2026-03-29,Mobile App,Completed,Gift Card,7.99,0,1377.3
ORD103254,CUST004655,2025-12-11,In-Store,Completed,Store Credit,5.99,0,46.71
ORD111904,CUST003857,2022-09-16,Mobile App,Completed,Store Credit,12.99,0,1483.66
ORD118480,CUST005382,2024-12-22,Mobile App,Completed,Store Credit,7.99,0,1835.86
ORD117943,CUST003271,2024-06-23,Online,Completed,Credit Card,0.0,0,3816.07
ORD110681,CUST005025,2025-08-06,In-Store,Completed,Store Credit,12.99,0,1644.72
ORD111928,CUST003379,2025-05-13,Mobile App,Completed,Paypal,0.0,0,1817.02
ORD100059,CUST005703,2025-06-01,Online,Returned,Gift Card,0.0,5,2969.49
ORD110535,CUST004375,2025-09-30,In-Store,Completed,Store Credit,4.99,0,544.0
ORD105577,CUST005454,2026-02-07,In-Store,Completed,Store Credit,7.99,25,1040.35
ORD117836,CUST002369,2024-09-02,Online,Completed,Paypal,12.99,20,402.01
ORD121047,CUST006019,2026-02-05,Online,Completed,Gift Card,5.99,0,738.87
ORD107459,CUST000209,2026-01-03,In-Store,Completed,Gift Card,4.99,0,574.22
ORD122660,CUST001568,2021-01-11,In-Store,Returned,Debit Card,7.99,0,4610.74
ORD112327,CUST000136,2023-11-18,Mobile App,Completed,Debit Card,0.0,0,3369.4
ORD108423,CUST003377,2025-11-22,Mobile App,Completed,Store Credit,0.0,0,2908.45
ORD111850,CUST002923,2024-10-08,In-Store,Completed,Credit Card,0.0,20,1986.04
ORD121713,CUST005628,2026-03-27,In-Store,Completed,Credit Card,0.0,0,54.88
ORD125792,CUST001923,2025-08-01,Mobile App,Completed,Debit Card,4.99,0,2783.95
ORD102474,CUST004357,2025-08-05,In-Store,Completed,Store Credit,0.0,0,1647.57
ORD108426,CUST001894,2025-07-12,Online,Completed,Paypal,4.99,0,2741.47
ORD115609,CUST000318,2026-01-31,Mobile App,Completed,Store Credit,7.99,0,615.01
ORD101266,CUST003401,2023-10-26,In-Store,Completed,Debit Card,0.0,0,2150.26
ORD101350,CUST003731,2023-07-14,In-Store,Completed,Credit Card,0.0,0,711.1
ORD101734,CUST001544,2026-01-15,In-Store,Completed,Store Credit,12.99,0,643.89
ORD124601,CUST004131,2026-02-14,Online,Pending,Debit Card,7.99,0,737.31
ORD125371,CUST004218,2025-03-20,Mobile App,Completed,Store Credit,7.99,0,661.6
ORD110340,CUST001613,2026-05-24,Online,Completed,Credit Card,5.99,0,1929.49
ORD105568,CUST000449,2026-04-01,Mobile App,Completed,Gift Card,7.99,0,494.6
ORD109925,CUST005911,2026-02-14,In-Store,Completed,Paypal,12.99,10,290.82
ORD100237,CUST000971,2024-10-09,In-Store,Completed,Gift Card,0.0,0,1974.98
ORD113866,CUST004444,2025-11-15,Mobile App,Completed,Credit Card,0.0,5,888.48
ORD102905,CUST004713,2022-01-09,Mobile App,Completed,Gift Card,0.0,0,862.54
ORD127040,CUST002669,2025-03-08,Mobile App,Completed,Credit Card,5.99,0,2010.56
ORD104312,CUST003704,2023-09-22,In-Store,Completed,Gift Card,0.0,0,1082.47
ORD120809,CUST002829,2022-06-15,Online,Completed,Credit Card,12.99,0,778.44
ORD115363,CUST003040,2025-02-22,In-Store,Completed,Store Credit,5.99,0,1592.04
ORD110179,CUST001105,2025-07-09,Online,Completed,Credit Card,12.99,0,580.61
ORD124146,CUST001699,2024-11-03,Online,Returned,Store Credit,0.0,5,396.54
ORD126480,CUST000761,2024-01-29,Online,Completed,Credit Card,7.99,0,5864.31
ORD118492,CUST002416,2024-10-10,In-Store,Completed,Paypal,0.0,0,1602.62
ORD100186,CUST001328,2026-02-01,Online,Completed,Credit Card,0.0,0,1487.44
ORD113374,CUST005369,2025-11-01,Mobile App,Completed,Paypal,4.99,5,1012.82
ORD124386,CUST000723,,Online,Completed,Store Credit,0.0,0,135.58
ORD116780,CUST002059,2023-07-23,Mobile App,Completed,Gift Card,0.0,0,885.85
ORD121777,CUST003324,2024-06-04,Online,Completed,Store Credit,4.99,5,1554.36
ORD101257,CUST005736,2025-03-17,Mobile App,Completed,Gift Card,0.0,10,1615.39
ORD111202,CUST004021,2022-03-15,Mobile App,Completed,Debit Card,0.0,0,1770.88
ORD122147,CUST005210,2025-08-25,Mobile App,Completed,Gift Card,0.0,0,3686.46
ORD101065,CUST001466,2024-06-25,Online,Completed,Store Credit,0.0,20,823.38
ORD125716,CUST004764,2025-04-28,Mobile App,Completed,Store Credit,0.0,5,1942.15
ORD120168,CUST000080,2023-04-14,Mobile App,Completed,Store Credit,0.0,0,1263.11
ORD121810,CUST002604,2026-05-11,Online,Completed,Store Credit,0.0,15,233.97
ORD126793,CUST001264,2025-12-11,Mobile App,Completed,Paypal,0.0,0,2586.43
ORD104294,CUST002655,2025-12-10,In-Store,Completed,Credit Card,4.99,0,229.5
ORD111828,CUST004607,2025-04-05,In-Store,Completed,Store Credit,7.99,0,736.62
ORD122064,CUST001169,2025-12-17,Online,Completed,Paypal,4.99,0,985.78
ORD121871,CUST003614,2024-08-06,Online,Completed,Gift Card,4.99,20,542.99
ORD104560,CUST000394,2024-12-17,In-Store,Completed,Credit Card,12.99,10,1484.04
ORD106735,CUST000025,2026-02-16,Online,Returned,Gift Card,5.99,0,1124.49
ORD117077,CUST005350,2026-02-07,Online,Returned,Store Credit,5.99,0,915.42
ORD124978,CUST000114,2025-12-08,In-Store,Completed,Credit Card,4.99,0,2583.25
ORD114955,CUST005495,2025-03-01,Mobile App,Completed,Store Credit,0.0,0,861.11
ORD122607,CUST000909,2024-10-18,In-Store,Completed,Store Credit,12.99,0,958.56
ORD108663,CUST004248,2025-12-21,Online,Completed,Paypal,12.99,0,579.53
ORD103702,CUST003648,2025-10-25,Online,Pending,Debit Card,4.99,0,3622.15
ORD114293,CUST002457,2025-02-07,In-Store,Completed,Gift Card,5.99,0,1630.96
ORD123352,CUST001359,2025-07-24,Mobile App,Completed,Paypal,0.0,0,1082.46
ORD118314,CUST004160,2024-12-03,Online,Completed,Paypal,0.0,0,2554.54
ORD126646,CUST004147,2022-11-08,Mobile App,Completed,Gift Card,0.0,5,1452.93
ORD103743,CUST000996,2022-10-20,Mobile App,Returned,Debit Card,7.99,0,5617.99
ORD109571,CUST003713,2024-12-23,In-Store,Completed,Paypal,0.0,0,3121.8
ORD113788,CUST005924,2024-02-15,Mobile App,Completed,Debit Card,4.99,10,629.43
ORD124744,CUST000122,2024-09-19,In-Store,Completed,Gift Card,12.99,0,1544.4
ORD117869,CUST003363,2025-01-19,Mobile App,Completed,Store Credit,4.99,15,418.19
ORD110005,CUST002447,2026-05-03,Mobile App,Completed,Credit Card,0.0,0,2549.15
ORD122081,CUST004066,2025-08-26,Online,Completed,Paypal,12.99,0,2137.01
ORD113600,CUST003671,2024-11-10,In-Store,Completed,Paypal,7.99,15,3013.12
ORD126980,CUST005828,2024-08-08,Online,Completed,Gift Card,12.99,0,473.18
ORD116613,CUST005086,2023-06-11,Online,Completed,Debit Card,12.99,0,1603.96
ORD124769,CUST002886,2022-06-02,Mobile App,Completed,Store Credit,0.0,15,319.51
ORD105880,CUST006055,2025-05-01,Mobile App,Completed,Debit Card,5.99,0,1930.25
ORD125496,CUST005684,2026-04-13,Online,Completed,Credit Card,4.99,0,952.24
ORD112825,CUST005424,2024-04-22,In-Store,Completed,Credit Card,12.99,15,632.96
ORD104955,CUST002013,2024-02-08,Online,Returned,Credit Card,4.99,0,398.45
ORD104076,CUST002368,2023-04-09,In-Store,Completed,Paypal,4.99,0,1413.04
ORD117830,CUST005939,2020-12-20,Mobile App,Completed,Paypal,7.99,10,2492.95
ORD126190,CUST006089,,In-Store,Completed,Paypal,0.0,0,5639.65
ORD118206,CUST001845,2026-02-08,Mobile App,Completed,Store Credit,5.99,0,761.18
ORD102913,CUST005145,2025-12-19,In-Store,Completed,Credit Card,5.99,0,185.48
ORD108791,CUST003792,2026-03-24,Online,Completed,Paypal,12.99,0,488.22
ORD120813,CUST005470,2022-05-21,Online,Completed,Debit Card,12.99,0,1299.43
ORD124856,CUST001675,2026-04-21,Mobile App,Completed,Paypal,5.99,0,1212.35
ORD100611,CUST003598,2025-01-19,Mobile App,Completed,Debit Card,5.99,0,4464.57
ORD104907,CUST003370,2025-03-08,Online,Completed,Credit Card,5.99,20,1292.08
ORD113065,CUST005305,2023-12-11,In-Store,Completed,Debit Card,4.99,0,1551.42
ORD102038,CUST005659,2025-07-06,Online,Completed,Paypal,4.99,0,3501.92
ORD117555,CUST000296,2024-11-27,In-Store,Completed,Debit Card,12.99,10,3393.32
ORD121352,CUST005994,2023-08-26,In-Store,Completed,Debit Card,5.99,0,3316.0
ORD120282,CUST000035,,Online,Completed,Debit Card,7.99,15,2793.23
ORD118994,CUST001312,2023-04-06,Mobile App,Returned,Paypal,7.99,5,180.49
ORD120331,CUST001714,2025-08-23,Mobile App,Completed,Paypal,7.99,0,1317.77
ORD111528,CUST001252,2026-05-11,Mobile App,Completed,Debit Card,7.99,20,810.81
ORD103448,CUST001592,2025-04-28,Mobile App,Completed,Paypal,0.0,0,352.36
ORD123041,CUST002925,2023-02-20,In-Store,Completed,Store Credit,0.0,0,2020.8
ORD127520,CUST003313,2021-08-17,Mobile App,Completed,Credit Card,12.99,0,3032.93
ORD116378,CUST003750,2026-02-07,Online,Completed,Gift Card,7.99,0,1163.56
ORD118668,CUST004154,2026-02-26,Online,Completed,Debit Card,7.99,10,647.62
ORD108944,CUST002530,2026-02-25,In-Store,Completed,Credit Card,4.99,5,1973.82
ORD101003,CUST005045,2024-07-11,Mobile App,Cancelled,Debit Card,7.99,0,4202.66
ORD110132,CUST003463,2026-02-13,Mobile App,Completed,Store Credit,0.0,0,784.77
ORD106672,CUST002993,2026-05-04,In-Store,Completed,Store Credit,4.99,20,1687.02
ORD105356,CUST000680,2024-03-19,Mobile App,Completed,Debit Card,5.99,0,257.22
ORD117191,CUST002484,2026-05-22,Online,Completed,Debit Card,7.99,0,1585.19
ORD105142,CUST005490,2025-05-04,Mobile App,Completed,Store Credit,7.99,25,1126.76
ORD112192,CUST001270,2023-05-28,Mobile App,Completed,Store Credit,12.99,0,411.07
ORD105428,CUST001584,2022-06-28,Online,Returned,Paypal,5.99,0,701.34
ORD112531,CUST000873,2024-12-04,Online,Completed,Store Credit,12.99,0,298.17
ORD125873,CUST002150,2026-06-15,Mobile App,Completed,Credit Card,0.0,0,643.59
ORD106463,CUST001683,2022-04-02,Mobile App,Completed,Store Credit,12.99,0,2053.73
ORD115800,CUST003263,2025-08-05,Mobile App,Completed,Gift Card,7.99,0,1038.04
ORD111231,CUST005658,2024-08-08,Online,Completed,Debit Card,0.0,0,898.12
ORD125272,CUST004785,2025-12-12,Mobile App,Returned,Gift Card,7.99,0,384.52
ORD109714,CUST000692,2025-09-24,Online,Completed,Credit Card,12.99,0,1911.62
ORD117944,CUST003271,2023-09-23,In-Store,Completed,Debit Card,12.99,15,1189.41
ORD126029,CUST004700,2022-07-29,Online,Completed,Credit Card,7.99,15,1785.8
ORD112778,CUST002934,2022-08-11,In-Store,Completed,Paypal,7.99,5,2639.55
ORD104244,CUST003266,2023-12-06,Online,Completed,Store Credit,5.99,0,1576.09
ORD120090,CUST004282,2025-01-02,In-Store,Completed,Store Credit,4.99,0,603.71
ORD111188,CUST002996,2024-07-01,Online,Completed,Gift Card,12.99,0,1480.29
ORD111203,CUST004021,2023-06-22,In-Store,Completed,Credit Card,0.0,0,392.6
ORD101725,CUST002388,2026-04-19,Mobile App,Pending,Store Credit,4.99,0,1586.0
ORD114076,CUST003760,2025-07-02,Online,Returned,Gift Card,4.99,0,3765.25
ORD109435,CUST000144,2024-03-28,Mobile App,Completed,Store Credit,7.99,5,2110.2
ORD118712,CUST004864,2022-10-25,In-Store,Completed,Store Credit,4.99,10,758.4
ORD114764,CUST005119,2023-06-15,Mobile App,Completed,Credit Card,5.99,0,2123.49
ORD107453,CUST000209,2026-01-07,Online,Completed,Debit Card,12.99,0,994.1
ORD101553,CUST003416,2024-08-15,Mobile App,Completed,Paypal,0.0,10,708.26
ORD114238,CUST003223,2022-07-30,Online,Completed,Debit Card,0.0,0,1357.99
ORD100460,CUST002824,2024-10-09,Mobile App,Completed,Credit Card,4.99,0,2378.24
ORD117472,CUST002766,2025-07-12,In-Store,Completed,Credit Card,7.99,15,170.59
ORD116453,CUST002811,2024-01-04,Mobile App,Completed,Gift Card,0.0,0,1075.44
ORD124030,CUST005277,2024-04-18,Mobile App,Completed,Debit Card,7.99,0,2605.79
ORD118968,CUST001467,2024-08-08,In-Store,Completed,Store Credit,7.99,10,2548.11
ORD113353,CUST004881,2026-06-16,In-Store,Completed,Debit Card,7.99,0,918.21
ORD113123,CUST002036,2021-01-19,In-Store,Completed,Paypal,0.0,0,3263.24
ORD108598,CUST002710,2026-02-09,Mobile App,Completed,Paypal,4.99,0,5113.72
ORD123776,CUST005336,2023-05-17,Mobile App,Completed,Debit Card,12.99,0,1744.02
ORD105520,CUST004129,2022-06-30,Mobile App,Completed,Paypal,5.99,10,1054.79
ORD106397,CUST003133,2023-11-14,In-Store,Completed,Credit Card,7.99,20,1544.33
ORD104337,CUST005018,2025-06-04,Mobile App,Completed,Store Credit,12.99,0,464.3
ORD120574,CUST002895,2025-02-27,Mobile App,Completed,Store Credit,12.99,0,1157.01
ORD121443,CUST005249,2026-04-08,Mobile App,Completed,Credit Card,7.99,10,1536.77
ORD125075,CUST003289,2021-09-22,Online,Returned,Store Credit,0.0,0,2811.44
ORD126860,CUST000901,2025-06-30,In-Store,Completed,Paypal,0.0,10,38.7
ORD108335,CUST004567,2026-02-15,In-Store,Completed,Credit Card,5.99,0,163.91
ORD118672,CUST004025,2024-05-01,In-Store,Completed,Paypal,0.0,0,916.01
ORD100148,CUST003651,2025-05-01,In-Store,Completed,Gift Card,4.99,0,2170.49
ORD122338,CUST005254,2026-01-05,Online,Completed,Gift Card,4.99,5,2056.91
ORD123398,CUST002348,2024-07-27,Mobile App,Returned,Gift Card,5.99,0,634.52
ORD116896,CUST004127,2025-11-13,In-Store,Completed,Gift Card,5.99,0,1393.59
ORD118768,CUST003140,2025-01-12,Online,Completed,Gift Card,0.0,0,80.61
ORD109058,CUST001295,2024-09-30,Mobile App,Completed,Debit Card,7.99,0,755.16
ORD100548,CUST004605,2025-01-29,Mobile App,Completed,Debit Card,0.0,0,1061.84
ORD101177,CUST002157,2023-10-28,In-Store,Completed,Credit Card,4.99,0,488.9
ORD107328,CUST000652,2025-01-17,Online,Completed,Store Credit,0.0,0,350.23
ORD117001,CUST000701,2025-11-19,Mobile App,Completed,Store Credit,5.99,0,3962.32
ORD105175,CUST001918,2025-01-28,Mobile App,Completed,Debit Card,4.99,0,657.95
ORD111836,CUST000436,2026-05-04,In-Store,Cancelled,Store Credit,0.0,0,1762.97
ORD110017,CUST001522,2024-04-19,In-Store,Cancelled,Store Credit,0.0,10,467.22
ORD124894,CUST004051,2025-04-12,Mobile App,Completed,Gift Card,7.99,0,1176.39
ORD117648,CUST004488,2026-06-26,In-Store,Completed,Paypal,4.99,15,871.98
ORD118361,CUST003879,2023-05-23,Mobile App,Completed,Debit Card,4.99,25,1476.04
ORD108040,CUST000478,2025-01-12,Online,Completed,Credit Card,12.99,0,3684.44
ORD123179,CUST000907,2025-07-20,Online,Completed,Credit Card,5.99,15,3095.09
ORD113759,CUST003389,2024-02-19,In-Store,Completed,Store Credit,12.99,0,502.32
ORD112969,CUST002608,2025-04-15,Mobile App,Completed,Gift Card,4.99,0,795.9
ORD114242,CUST003223,2025-03-12,In-Store,Completed,Store Credit,12.99,0,1450.11
ORD124690,CUST003265,2025-01-05,Online,Completed,Paypal,0.0,0,1248.48
ORD125937,CUST004388,2026-01-29,In-Store,Pending,Credit Card,7.99,0,909.27
ORD126243,CUST003668,2023-09-18,In-Store,Completed,Paypal,12.99,0,1986.59
ORD127671,CUST003565,2025-03-09,In-Store,Completed,Paypal,4.99,0,1451.3
ORD119083,CUST001928,2025-05-28,Online,Completed,Debit Card,12.99,0,426.54
ORD116977,CUST003424,2022-10-02,Online,Completed,Credit Card,5.99,5,1366.13
ORD102251,CUST004464,2026-05-23,Online,Completed,Debit Card,5.99,0,2544.06
ORD120202,CUST002641,2026-01-21,Mobile App,Completed,Credit Card,0.0,0,503.79
ORD114598,CUST004936,2025-03-30,Online,Completed,Store Credit,0.0,0,1153.32
ORD107299,CUST001505,2026-01-18,Mobile App,Completed,Credit Card,0.0,15,947.03
ORD105496,CUST001782,2026-04-07,In-Store,Completed,Credit Card,0.0,0,2318.19
ORD110844,CUST006027,2024-10-20,In-Store,Completed,Credit Card,12.99,0,2707.34
ORD100071,CUST000904,2025-12-22,Mobile App,Completed,Credit Card,7.99,0,3004.28
ORD112044,CUST001802,2025-02-07,In-Store,Returned,Debit Card,0.0,0,1105.33
ORD102352,CUST000842,2025-09-17,Mobile App,Completed,Gift Card,4.99,5,370.96
ORD105340,CUST003726,2022-09-02,Online,Pending,Store Credit,0.0,0,2456.07
ORD127837,CUST006004,2024-02-17,Mobile App,Completed,Debit Card,5.99,0,2763.38
ORD121006,CUST005700,2025-01-29,Online,Completed,Credit Card,12.99,5,1564.35
ORD124375,CUST001075,2023-07-05,In-Store,Completed,Credit Card,0.0,0,1692.48
ORD113953,CUST001766,2026-02-17,Mobile App,Returned,Paypal,4.99,10,3364.37
ORD117022,CUST003571,2024-06-07,In-Store,Completed,Debit Card,7.99,0,1004.91
ORD119273,CUST005478,2025-10-14,In-Store,Completed,Debit Card,5.99,0,1514.0
ORD110498,CUST003577,2023-02-06,Mobile App,Completed,Gift Card,5.99,15,1243.37
ORD119998,CUST005084,2023-05-26,Online,Completed,Credit Card,7.99,0,629.03
ORD107770,CUST005257,2025-01-24,Online,Completed,Debit Card,5.99,0,4054.88
ORD109438,CUST001877,2024-09-13,Mobile App,Completed,Paypal,12.99,0,1876.91
ORD110789,CUST001704,2024-03-09,Mobile App,Completed,Credit Card,4.99,20,995.08
