order_item_id,order_id,product_id,quantity,unit_price_at_purchase
OI562409,ORD108651,PROD1126,1,586.52
OI517628,ORD125464,PROD1160,1,500.64
OI510625,ORD118400,PROD1140,1,630.41
OI529794,ORD119927,PROD1139,3,680.42
OI556497,ORD110326,PROD1195,1,748.25
OI570083,ORD116690,PROD1013,2,167.33
OI551631,ORD118820,PROD1088,2,497.0
OI526374,ORD110059,PROD1024,1,332.16
OI500485,ORD120322,PROD1054,3,132.68
OI542915,ORD110462,PROD1052,1,593.54
OI571901,ORD104250,PROD1017,2,926.36
OI536435,ORD104635,PROD1190,1,116.11
OI549617,ORD112482,PROD1209,3,649.46
OI526529,ORD125952,PROD1068,1,483.97
OI517455,ORD120216,PROD1199,1,729.67
OI535184,ORD108849,PROD1083,1,204.18
OI534197,ORD127204,PROD1194,1,728.54
OI544580,ORD123621,PROD1191,1,652.05
OI510260,ORD118706,PROD1125,3,221.16
OI519033,ORD110409,PROD1174,2,327.46
OI503982,ORD107886,PROD1095,2,105.84
OI542831,ORD113234,PROD1093,2,694.9
OI520203,ORD125352,PROD1018,1,172.87
OI573177,ORD109276,PROD1103,1,98.5
OI535182,ORD108849,PROD1055,4,178.21
OI501964,ORD126375,PROD1152,1,786.83
OI572204,ORD128089,PROD1157,1,780.95
OI522036,ORD108204,PROD1059,1,718.06
OI556309,ORD122237,PROD1195,2,757.5
OI572072,ORD125990,PROD1095,1,104.61
OI545493,ORD122220,PROD1127,1,149.23
OI573447,ORD113035,PROD1123,1,468.22
OI533643,ORD106675,PROD1040,2,772.2
OI501395,ORD123491,PROD1049,1,19.69
OI518814,ORD105020,PROD1106,1,418.81
OI506851,ORD117175,PROD1098,4,739.96
OI561112,ORD108495,PROD1112,2,177.42
OI568144,ORD107144,PROD1212,1,54.91
OI523933,ORD112947,PROD1188,1,441.09
OI507719,ORD124538,PROD1097,2,239.95
OI563266,ORD119048,PROD1045,1,121.22
OI520512,ORD115674,PROD1209,2,649.87
OI561357,ORD113400,PROD1046,1,623.62
OI504574,ORD110068,PROD1190,1,117.43
OI528067,ORD118770,PROD1046,3,626.65
OI509581,ORD114494,PROD1152,3,804.75
OI530952,ORD101344,PROD1196,1,360.99
OI517951,ORD126182,PROD1117,1,193.61
OI509900,ORD101723,PROD1159,1,105.48
OI507443,ORD109825,PROD1111,1,73.87
OI518322,ORD104786,PROD1130,1,660.69
OI537364,ORD102079,PROD1087,1,394.53
OI522442,ORD117555,PROD1025,1,909.02
OI514704,ORD109585,PROD1196,2,361.06
OI524292,ORD106494,PROD1018,1,171.37
OI527881,ORD103371,PROD1013,1,167.43
OI527320,ORD119099,PROD1176,1,393.1
OI552421,ORD109007,PROD1055,1,179.22
OI535474,ORD107069,PROD1038,3,434.18
OI512113,ORD122915,PROD1104,2,9.03
OI512691,ORD107970,PROD1219,1,388.35
OI553591,ORD121393,PROD1003,1,68.34
OI526713,ORD108795,PROD1135,1,812.27
OI542624,ORD102440,PROD1129,1,330.55
OI552438,ORD104632,PROD1032,1,243.09
OI546327,ORD100189,PROD1181,1,374.34
OI509322,ORD125017,PROD1011,2,220.53
OI557481,ORD118899,PROD1037,2,663.9
OI515273,ORD110092,PROD1171,1,140.06
OI544489,ORD118643,PROD1151,1,478.45
OI553641,ORD107346,PROD1115,4,649.67
OI528417,ORD122211,PROD1182,1,695.68
OI521553,ORD127576,PROD1090,1,201.63
OI553360,ORD100336,PROD1025,1,910.25
OI525969,ORD123693,PROD1102,2,305.55
OI531322,ORD107941,PROD1133,1,642.4
OI570272,ORD114973,PROD1020,2,102.2
OI569931,ORD107891,PROD1084,2,41.9
OI535638,ORD126614,PROD1195,1,744.83
OI571321,ORD126850,PROD1102,1,307.71
OI505363,ORD115100,PROD1206,2,814.52
OI548548,ORD117012,PROD1145,1,21.74
OI518506,ORD106182,PROD1090,2,195.85
OI515598,ORD109900,PROD1170,1,389.54
OI554133,ORD122738,PROD1165,1,345.59
OI567445,ORD102384,PROD1014,1,312.99
OI571065,ORD111293,PROD1025,1,921.7
OI512298,ORD121406,PROD1200,1,118.53
OI561398,ORD101064,PROD1027,1,622.01
OI530995,ORD108936,PROD1159,2,108.78
OI555019,ORD101943,PROD1199,1,723.2
OI518591,ORD109977,PROD1213,1,462.46
OI545154,ORD110080,PROD1045,2,120.44
OI536422,ORD100570,PROD1107,3,461.81
OI507252,ORD107340,PROD1081,2,524.47
OI551930,ORD118614,PROD1137,2,415.49
OI568405,ORD120072,PROD1019,2,516.57
OI510021,ORD124211,PROD1069,1,404.23
OI567051,ORD122101,PROD1022,1,237.57
OI514517,ORD118536,PROD1205,1,350.9
OI513171,ORD108916,PROD1056,1,892.38
OI504300,ORD126130,PROD1197,1,374.57
OI569684,ORD109557,PROD1066,1,89.61
OI530541,ORD111434,PROD1186,1,93.91
OI547761,ORD106403,PROD1022,2,242.2
OI522494,ORD112192,PROD1053,1,398.08
OI539429,ORD110160,PROD1069,2,398.49
OI542740,ORD102190,PROD1173,1,338.49
OI548669,ORD124886,PROD1097,2,251.43
OI522252,ORD113866,PROD1094,1,339.63
OI510431,ORD116027,PROD1015,2,371.73
OI572364,ORD127222,PROD1070,1,640.1
OI562120,ORD113548,PROD1015,1,377.76
OI550789,ORD112093,PROD1014,3,314.77
OI569867,ORD116115,PROD1107,1,456.92
OI552786,ORD126462,PROD1118,2,152.01
OI510589,ORD127883,PROD1021,4,46.42
OI525145,ORD111576,PROD1199,1,718.51
OI536978,ORD124728,PROD1034,1,89.88
OI503123,ORD126079,PROD1034,1,91.91
OI569810,ORD106730,PROD1156,2,36.83
OI537832,ORD111179,PROD1145,3,21.13
OI513105,ORD100431,PROD1112,1,180.07
OI555643,ORD124232,PROD1123,1,467.84
OI516906,ORD108366,PROD1020,1,103.72
OI503321,ORD117304,PROD1136,4,898.04
OI510622,ORD118400,PROD1048,1,398.44
OI546138,ORD103360,PROD1008,1,258.9
OI548873,ORD122802,PROD1024,1,346.45
OI518270,ORD127521,PROD1157,1,753.14
OI511955,ORD107740,PROD1201,3,501.88
OI548319,ORD101113,PROD1074,1,41.12
OI567495,ORD114646,PROD1033,3,148.16
OI535374,ORD108069,PROD1032,1,243.17
OI525811,ORD121720,PROD1037,2,665.89
OI572139,ORD117115,PROD1021,1,44.72
OI507472,ORD126935,PROD1009,1,300.09
OI519768,ORD111578,PROD1190,1,114.68
OI571082,ORD127510,PROD1198,1,635.58
OI569448,ORD106390,PROD1217,2,87.62
OI549935,ORD118701,PROD1065,1,268.15
OI526680,ORD122012,PROD1135,1,793.8
OI565780,ORD107455,PROD1019,1,515.83
OI520136,ORD101366,PROD1214,1,205.9
OI525299,ORD115271,PROD1033,1,147.88
OI528288,ORD116465,PROD1093,1,678.53
OI562878,ORD106330,PROD1040,1,735.64
OI501834,ORD109412,PROD1178,1,30.12
OI559995,ORD119838,PROD1016,3,79.67
OI531028,ORD100712,PROD1161,1,442.11
OI506590,ORD101055,PROD1169,1,269.12
OI530505,ORD127283,PROD1075,1,594.87
OI551276,ORD126076,PROD1103,3,99.65
OI547654,ORD115997,PROD1188,1,450.59
OI500173,ORD102566,PROD1188,1,444.19
OI558575,ORD104402,PROD1061,4,183.86
OI559313,ORD116087,PROD1199,2,708.5
OI500190,ORD120946,PROD1148,2,486.39
OI545159,ORD114929,PROD1125,2,217.3
OI567362,ORD112396,PROD1038,1,418.56
OI566583,ORD104313,PROD1044,1,679.13
OI568691,ORD119913,PROD1213,1,452.22
OI552861,ORD106571,PROD1204,1,520.59
OI515664,ORD102171,PROD1131,1,119.53
OI552720,ORD108100,PROD1149,1,357.02
OI554078,ORD116326,PROD1209,2,652.94
OI547559,ORD111182,PROD1070,4,638.97
OI539173,ORD106191,PROD1170,1,382.01
OI506106,ORD102457,PROD1071,1,341.22
OI536347,ORD117754,PROD1093,1,665.95
OI505086,ORD113811,PROD1068,1,484.89
OI544172,ORD121629,PROD1160,3,506.45
OI531412,ORD112013,PROD1175,1,499.99
OI542706,ORD119790,PROD1080,3,330.81
OI504119,ORD108327,PROD1036,1,
OI551792,ORD123430,PROD1101,1,174.07
OI540480,ORD118001,PROD1058,1,502.4
OI532306,ORD126488,PROD1153,1,356.59
OI509513,ORD120344,PROD1144,1,247.97
OI543342,ORD111974,PROD1042,2,225.01
OI564962,ORD127472,PROD1065,2,270.51
OI539470,ORD111931,PROD1010,2,368.21
OI558443,ORD118964,PROD1213,1,461.06
OI542497,ORD107180,PROD1014,1,325.81
OI550990,ORD116893,PROD1215,1,146.99
OI532707,ORD118324,PROD1140,1,624.57
OI551516,ORD105808,PROD1092,1,240.52
OI525777,ORD108580,PROD1134,2,242.78
OI559162,ORD114196,PROD1211,1,80.82
OI510236,ORD127974,PROD1087,1,402.44
OI543164,ORD106975,PROD1212,2,54.57
OI512853,ORD118939,PROD1003,2,69.55
OI566810,ORD122132,PROD1056,1,920.5
OI546202,ORD120836,PROD1041,1,181.73
OI565873,ORD124263,PROD1184,2,110.45
OI525671,ORD106751,PROD1028,3,60.18
OI528312,ORD105080,PROD1094,1,337.7
OI552445,ORD125143,PROD1031,1,607.78
OI552293,ORD107739,PROD1027,1,627.12
OI508185,ORD127478,PROD1082,1,98.69
OI563373,ORD120713,PROD1209,3,633.64
OI561098,ORD111663,PROD1045,1,119.54
OI508130,ORD120891,PROD1111,1,74.73
OI543655,ORD112427,PROD1039,2,213.26
OI543519,ORD104987,PROD1137,1,417.44
OI573310,ORD111193,PROD1116,2,458.11
OI543525,ORD111140,PROD1138,1,722.7
OI558761,ORD120225,PROD1175,1,513.87
OI570018,ORD117343,PROD1055,1,177.45
OI538485,ORD108685,PROD1016,1,78.35
OI513127,ORD108709,PROD1029,1,37.64
OI534013,ORD121361,PROD1078,1,641.8
OI555708,ORD117004,PROD1040,2,750.3
OI505876,ORD121176,PROD1000,2,399.55
OI522830,ORD110956,PROD1011,1,212.09
OI547209,ORD116619,PROD1041,1,182.23
OI561912,ORD121011,PROD1029,2,38.22
OI540689,ORD103077,PROD1085,1,
OI560235,ORD127735,PROD1013,1,169.41
OI546354,ORD117794,PROD1190,1,118.78
OI555733,ORD105704,PROD1012,1,449.38
OI500532,ORD117232,PROD1038,1,434.1
OI530513,ORD101540,PROD1086,1,328.48
OI523107,ORD118726,PROD1091,4,946.15
OI571788,ORD108101,PROD1097,1,249.62
OI526811,ORD124415,PROD1052,1,593.36
OI500595,ORD122276,PROD1159,1,109.96
OI528556,ORD128078,PROD1122,1,26.5
OI524585,ORD116269,PROD1156,2,37.28
OI572498,ORD104601,PROD1184,1,113.41
OI536659,ORD121102,PROD1165,2,341.82
OI570072,ORD105907,PROD1118,1,150.16
OI549462,ORD120001,PROD1123,2,457.81
OI517307,ORD112785,PROD1152,1,785.5
OI559838,ORD121282,PROD1072,1,158.14
OI543504,ORD127704,PROD1166,1,14.29
OI517135,ORD128260,PROD1211,2,77.83
OI557888,ORD114054,PROD1181,1,387.11
OI572242,ORD120990,PROD1147,1,108.32
OI526225,ORD101232,PROD1042,1,217.91
OI564487,ORD119451,PROD1100,1,351.24
OI557472,ORD126264,PROD1099,1,848.62
OI557057,ORD116555,PROD1133,1,648.47
OI535333,ORD114315,PROD1083,1,198.14
OI509931,ORD118729,PROD1204,1,511.25
OI570732,ORD103157,PROD1127,3,148.07
OI517883,ORD121794,PROD1068,1,470.32
OI566388,ORD106018,PROD1161,4,448.09
OI532993,ORD108225,PROD1169,1,265.45
OI518325,ORD119047,PROD1128,2,867.64
OI556335,ORD125636,PROD1160,1,500.97
OI572985,ORD108286,PROD1141,2,217.83
OI535751,ORD125789,PROD1108,1,306.14
OI572527,ORD100918,PROD1149,1,348.13
OI547819,ORD114241,PROD1169,1,275.37
OI518497,ORD121905,PROD1208,1,215.29
OI516549,ORD118775,PROD1099,2,871.27
OI538141,ORD102154,PROD1042,1,218.57
OI515047,ORD107226,PROD1109,1,645.86
OI543457,ORD121302,PROD1076,2,124.63
OI544830,ORD120996,PROD1180,1,348.98
OI569659,ORD125287,PROD1072,1,154.38
OI514860,ORD117932,PROD1197,1,366.71
OI531301,ORD111859,PROD1066,1,92.16
OI515750,ORD101722,PROD1047,1,613.56
OI553071,ORD119412,PROD1209,2,637.14
OI528858,ORD106882,PROD1061,2,182.42
OI571687,ORD121021,PROD1056,1,918.95
OI513792,ORD112654,PROD1005,3,32.52
OI553823,ORD113415,PROD1074,1,41.77
OI554793,ORD104922,PROD1111,3,75.21
OI570278,ORD123084,PROD1112,2,177.1
OI528174,ORD102758,PROD1019,1,518.67
OI538292,ORD113515,PROD1043,1,633.98
OI505512,ORD111961,PROD1135,4,803.05
OI524614,ORD121384,PROD1113,2,
OI523994,ORD119675,PROD1090,4,196.16
OI537795,ORD108827,PROD1037,1,651.0
OI568661,ORD112843,PROD1209,1,636.81
OI544637,ORD122912,PROD1106,1,425.92
OI556312,ORD119295,PROD1057,1,643.57
OI528488,ORD109993,PROD1182,3,687.42
OI548709,ORD105010,PROD1068,3,484.89
OI524452,ORD103504,PROD1122,1,26.51
OI519778,ORD125097,PROD1187,1,
OI570890,ORD115344,PROD1213,2,463.79
OI540555,ORD100810,PROD1003,2,69.11
OI514952,ORD124727,PROD1149,2,353.55
OI539509,ORD100939,PROD1201,2,506.73
OI558870,ORD113321,PROD1191,1,635.43
OI542918,ORD119277,PROD1182,1,674.62
OI563903,ORD111514,PROD1057,1,632.03
OI565231,ORD104131,PROD1176,1,390.3
OI544776,ORD120130,PROD1156,1,36.91
OI563343,ORD110724,PROD1044,1,686.62
OI504207,ORD107392,PROD1196,1,361.56
OI505010,ORD110960,PROD1116,1,473.16
OI522745,ORD110585,PROD1219,3,401.3
OI557368,ORD127994,PROD1069,1,
OI542898,ORD112740,PROD1128,1,862.17
OI503950,ORD117187,PROD1014,4,323.17
OI563054,ORD114627,PROD1091,1,
OI515991,ORD113264,PROD1042,4,218.7
OI502640,ORD127293,PROD1072,2,152.94
OI516993,ORD125764,PROD1037,1,668.41
OI559656,ORD113206,PROD1006,2,538.2
OI528629,ORD123565,PROD1100,2,354.64
OI572564,ORD104951,PROD1193,1,173.99
OI563668,ORD102276,PROD1151,1,481.04
OI526294,ORD106609,PROD1165,1,341.92
OI528572,ORD115815,PROD1106,3,416.14
OI527622,ORD116688,PROD1008,1,258.13
OI520726,ORD112453,PROD1012,4,447.18
OI501992,ORD117533,PROD1149,1,356.63
OI537678,ORD116853,PROD1088,1,513.03
OI517113,ORD117401,PROD1046,2,627.91
OI521607,ORD116553,PROD1000,1,398.55
OI516574,ORD120189,PROD1198,1,659.32
OI532759,ORD125132,PROD1118,1,151.24
OI524026,ORD107486,PROD1026,1,981.54
OI537788,ORD109738,PROD1033,1,146.66
OI523151,ORD110368,PROD1048,1,395.25
OI538925,ORD109309,PROD1179,1,774.73
OI542001,ORD115507,PROD1166,1,13.61
OI569815,ORD103989,PROD1000,1,404.75
OI537991,ORD120384,PROD1149,1,355.28
OI503059,ORD114526,PROD1171,1,139.2
OI524156,ORD126389,PROD1019,4,536.98
OI542747,ORD107035,PROD1102,1,310.94
OI503026,ORD120493,PROD1143,1,392.34
OI567194,ORD107521,PROD1081,1,517.97
OI505988,ORD108400,PROD1042,1,222.53
OI502699,ORD103802,PROD1080,2,331.35
OI565011,ORD120588,PROD1007,1,119.18
OI512307,ORD121424,PROD1144,1,256.25
OI569452,ORD106473,PROD1149,1,351.45
OI526125,ORD103912,PROD1145,2,21.32
OI508328,ORD126160,PROD1151,1,476.42
OI520904,ORD113078,PROD1035,1,471.87
OI542110,ORD126024,PROD1178,1,30.18
OI540178,ORD105582,PROD1176,1,391.95
OI556951,ORD123830,PROD1215,1,142.55
OI560482,ORD119014,PROD1019,1,516.5
OI513376,ORD124113,PROD1149,1,351.56
OI546859,ORD112316,PROD1115,1,623.19
OI544295,ORD105439,PROD1106,4,413.99
OI500455,ORD123995,PROD1213,1,458.47
OI519914,ORD111226,PROD1095,1,106.87
OI542154,ORD112874,PROD1152,2,803.42
OI526290,ORD101733,PROD1083,1,197.09
OI556512,ORD119139,PROD1085,1,355.42
OI516902,ORD127695,PROD1182,1,674.72
OI548095,ORD110324,PROD1062,1,175.37
OI542289,ORD102101,PROD1141,1,219.36
OI534127,ORD117644,PROD1106,1,424.91
OI568154,ORD115515,PROD1189,1,539.48
OI505170,ORD125938,PROD1197,3,362.78
OI550845,ORD120682,PROD1046,1,636.67
OI567140,ORD126378,PROD1018,1,171.72
OI520862,ORD118784,PROD1054,1,133.87
OI548167,ORD118277,PROD1091,1,923.06
OI539163,ORD107689,PROD1066,2,90.29
OI517110,ORD123062,PROD1204,1,513.98
OI560620,ORD100209,PROD1057,1,664.1
OI531518,ORD119836,PROD1058,1,493.94
OI512284,ORD111554,PROD1150,4,50.79
OI543436,ORD105681,PROD1134,2,252.46
OI548560,ORD120437,PROD1158,3,255.05
OI547970,ORD102575,PROD1165,1,341.77
OI545810,ORD119020,PROD1088,1,
OI507630,ORD114109,PROD1164,3,271.26
OI522378,ORD113788,PROD1047,1,612.29
OI559441,ORD124083,PROD1057,1,646.38
OI510380,ORD115605,PROD1189,1,534.57
OI512246,ORD108820,PROD1027,1,614.02
OI542839,ORD122428,PROD1025,1,929.14
OI502651,ORD126026,PROD1078,1,649.81
OI526377,ORD110059,PROD1213,4,453.59
OI558224,ORD102751,PROD1151,1,490.28
OI526469,ORD119437,PROD1041,3,181.16
OI565456,ORD125014,PROD1219,1,386.37
OI567602,ORD102629,PROD1122,1,26.27
OI508773,ORD128065,PROD1026,2,967.24
OI565559,ORD106922,PROD1001,3,633.56
OI557954,ORD125773,PROD1127,3,148.55
OI541357,ORD111683,PROD1064,4,13.36
OI513018,ORD104350,PROD1193,1,172.82
OI543359,ORD119548,PROD1216,1,350.36
OI550127,ORD104134,PROD1199,2,716.7
OI553121,ORD122699,PROD1053,2,394.43
OI565044,ORD110078,PROD1020,1,103.49
OI537397,ORD117202,PROD1110,2,546.24
OI563283,ORD117297,PROD1005,4,33.21
OI568135,ORD103969,PROD1213,1,450.87
OI532896,ORD104384,PROD1190,1,113.36
OI564129,ORD123162,PROD1204,3,504.93
OI540194,ORD118409,PROD1200,3,115.05
OI507169,ORD106742,PROD1082,1,100.29
OI530796,ORD105441,PROD1113,2,726.91
OI511429,ORD120886,PROD1084,1,43.39
OI559245,ORD102986,PROD1167,2,29.76
OI564719,ORD100865,PROD1072,1,156.36
OI502725,ORD106290,PROD1206,4,808.0
OI567549,ORD110117,PROD1172,1,352.07
OI541452,ORD100062,PROD1099,1,843.82
OI514540,ORD117389,PROD1138,1,719.84
OI537489,ORD100779,PROD1028,2,61.33
OI561265,ORD106817,PROD1197,1,366.06
OI555331,ORD114290,PROD1153,1,359.56
OI540056,ORD110427,PROD1004,1,544.32
OI570336,ORD124559,PROD1100,1,362.93
OI518794,ORD122847,PROD1200,3,117.48
OI529218,ORD121367,PROD1026,1,954.73
OI543631,ORD108838,PROD1193,1,172.43
OI508747,ORD124124,PROD1155,1,247.38
OI535052,ORD126986,PROD1166,2,14.03
OI529171,ORD112623,PROD1183,2,1022.36
OI554176,ORD121968,PROD1183,1,984.23
OI551172,ORD104205,PROD1149,1,352.29
OI568991,ORD105818,PROD1038,1,423.05
OI518549,ORD100728,PROD1208,1,205.46
OI510475,ORD121785,PROD1204,3,508.73
OI554495,ORD125416,PROD1009,1,293.82
OI533735,ORD119127,PROD1215,3,141.47
OI554877,ORD113901,PROD1032,1,236.15
OI517458,ORD125343,PROD1161,1,435.06
OI522190,ORD100059,PROD1090,1,197.3
OI509193,ORD114991,PROD1144,1,253.59
OI520479,ORD109532,PROD1205,1,344.9
OI528742,ORD111071,PROD1112,1,180.84
OI519807,ORD124714,PROD1020,1,104.08
OI502358,ORD123760,PROD1172,1,351.18
OI572222,ORD101739,PROD1133,1,629.45
OI559481,ORD109527,PROD1017,1,967.17
OI515301,ORD116897,PROD1055,1,180.7
OI509412,ORD110211,PROD1065,1,274.66
OI508662,ORD121079,PROD1109,1,670.76
OI529149,ORD124380,PROD1082,1,97.16
OI508643,ORD107994,PROD1027,1,627.97
OI508991,ORD114590,PROD1180,1,353.98
OI521646,ORD120991,PROD1057,2,657.1
OI553200,ORD105976,PROD1177,1,71.2
OI519844,ORD118481,PROD1007,1,118.0
OI550860,ORD109664,PROD1163,1,487.49
OI508359,ORD118235,PROD1032,1,242.39
OI506630,ORD123942,PROD1011,4,210.35
OI504249,ORD123647,PROD1145,2,21.74
OI551185,ORD128094,PROD1122,2,26.54
OI563954,ORD106583,PROD1174,1,328.9
OI524129,ORD127893,PROD1191,1,637.24
OI532173,ORD111067,PROD1022,1,240.38
OI519124,ORD111310,PROD1044,1,698.61
OI533184,ORD105836,PROD1207,2,500.43
OI530400,ORD111634,PROD1135,1,809.24
OI553812,ORD111886,PROD1004,1,571.68
OI553318,ORD119948,PROD1099,2,834.24
OI556704,ORD108191,PROD1128,2,861.87
OI513722,ORD118589,PROD1097,1,245.46
OI554264,ORD126925,PROD1103,3,100.93
OI509957,ORD107182,PROD1109,4,641.55
OI522006,ORD125865,PROD1150,1,49.32
OI525933,ORD100432,PROD1041,1,186.71
OI570033,ORD114936,PROD1173,1,345.51
OI507476,ORD117890,PROD1169,2,275.91
OI529188,ORD104085,PROD1084,2,43.57
OI572619,ORD102328,PROD1084,1,42.99
OI513814,ORD102666,PROD1218,1,80.5
OI526333,ORD110264,PROD1180,3,349.01
OI509358,ORD113280,PROD1092,3,237.0
OI566001,ORD125046,PROD1148,3,492.25
OI533873,ORD121397,PROD1082,3,96.7
OI549885,ORD125986,PROD1172,2,354.85
OI549414,ORD112000,PROD1115,2,633.63
OI501082,ORD106676,PROD1166,2,14.13
OI541946,ORD107562,PROD1006,1,521.12
OI531937,ORD123446,PROD1170,1,392.63
OI528976,ORD115954,PROD1159,1,109.74
OI514785,ORD124651,PROD1196,1,365.5
OI549684,ORD101883,PROD1113,1,735.54
OI546502,ORD122467,PROD1168,1,797.06
OI568489,ORD101204,PROD1098,1,750.44
OI565069,ORD111475,PROD1215,4,147.74
OI524054,ORD111061,PROD1068,1,482.8
OI568021,ORD109029,PROD1162,1,899.69
OI532382,ORD121483,PROD1065,1,269.81
OI502431,ORD112940,PROD1088,2,500.36
OI547820,ORD114241,PROD1215,3,146.27
OI517332,ORD125825,PROD1065,1,269.52
OI510661,ORD121024,PROD1147,1,110.32
OI571747,ORD125572,PROD1135,2,807.91
OI544140,ORD116129,PROD1183,1,1006.05
OI548708,ORD111618,PROD1154,1,518.55
OI527788,ORD106523,PROD1185,4,55.69
OI545904,ORD128017,PROD1104,1,9.07
OI542844,ORD117328,PROD1159,1,
OI549060,ORD113992,PROD1070,1,627.44
OI549400,ORD125843,PROD1180,3,354.04
OI514358,ORD124575,PROD1067,4,646.77
OI526541,ORD103108,PROD1078,4,637.19
OI527579,ORD108076,PROD1098,1,757.99
OI520865,ORD111433,PROD1204,2,515.08
OI518210,ORD107718,PROD1049,1,20.41
OI539414,ORD117350,PROD1111,1,74.66
OI561463,ORD105032,PROD1048,1,402.9
OI567446,ORD102384,PROD1166,1,13.94
OI535842,ORD121619,PROD1005,1,32.67
OI522276,ORD126480,PROD1009,1,291.54
OI565428,ORD102761,PROD1184,4,109.78
OI554419,ORD125253,PROD1006,1,538.69
OI564538,ORD113786,PROD1072,1,157.66
OI508794,ORD118786,PROD1195,3,756.58
OI564999,ORD110590,PROD1004,3,557.73
OI557275,ORD100396,PROD1202,1,342.1
OI546408,ORD117763,PROD1025,1,948.23
OI514511,ORD119121,PROD1191,1,644.12
OI565359,ORD118689,PROD1102,1,309.89
OI563374,ORD120713,PROD1201,2,499.9
OI554498,ORD125462,PROD1190,1,117.26
OI505826,ORD110710,PROD1157,1,779.81
OI506718,ORD103995,PROD1136,1,900.25
OI553312,ORD100356,PROD1034,2,90.76
OI509976,ORD123037,PROD1183,1,1000.89
OI553429,ORD112797,PROD1109,2,667.9
OI515244,ORD122859,PROD1025,2,932.77
OI555921,ORD122073,PROD1156,1,37.74
OI509993,ORD123807,PROD1103,1,98.41
OI563010,ORD119967,PROD1131,1,118.32
OI553978,ORD101937,PROD1009,3,300.08
OI545392,ORD124671,PROD1134,2,254.43
OI534847,ORD126746,PROD1154,1,524.54
OI533141,ORD124217,PROD1183,1,
OI528194,ORD126357,PROD1143,3,388.79
OI503829,ORD107793,PROD1148,2,478.36
OI519857,ORD119086,PROD1077,1,637.18
OI570723,ORD118608,PROD1173,3,345.78
OI564830,ORD126282,PROD1003,1,67.58
OI527690,ORD109926,PROD1180,1,352.78
OI558636,ORD105849,PROD1197,1,372.89
OI540132,ORD103565,PROD1110,1,549.85
OI513013,ORD103764,PROD1102,4,317.81
OI542792,ORD126891,PROD1055,2,176.63
OI528720,ORD118225,PROD1169,1,265.0
OI562633,ORD108945,PROD1029,1,37.74
OI565381,ORD120116,PROD1033,1,148.11
OI557084,ORD127349,PROD1211,1,81.22
OI566067,ORD106631,PROD1100,1,360.94
OI567802,ORD107658,PROD1161,1,456.29
OI547243,ORD124043,PROD1190,1,117.22
OI566048,ORD123730,PROD1064,1,13.5
OI545108,ORD108950,PROD1057,1,661.75
OI561533,ORD105529,PROD1204,1,506.84
OI543602,ORD123829,PROD1018,1,179.08
OI556882,ORD110164,PROD1019,1,528.7
OI507413,ORD127493,PROD1091,1,958.46
OI542076,ORD118952,PROD1065,3,266.04
OI527838,ORD113464,PROD1073,3,499.36
OI559743,ORD116096,PROD1084,1,43.45
OI558661,ORD121171,PROD1107,4,467.47
OI565523,ORD109898,PROD1062,2,173.97
OI505636,ORD116474,PROD1051,4,258.6
OI522321,ORD126793,PROD1194,1,729.54
OI539711,ORD104659,PROD1097,1,250.91
OI566359,ORD100436,PROD1163,1,493.73
OI512953,ORD127917,PROD1079,1,223.42
OI563210,ORD104059,PROD1054,1,127.73
OI562529,ORD113459,PROD1048,1,400.61
OI529303,ORD114714,PROD1000,2,403.15
OI557821,ORD125187,PROD1075,1,601.79
OI510708,ORD110286,PROD1016,1,80.93
OI555321,ORD109620,PROD1121,1,653.94
OI531454,ORD124016,PROD1209,1,629.55
OI508914,ORD115691,PROD1096,4,790.75
OI533503,ORD126406,PROD1074,1,40.1
OI559672,ORD109646,PROD1127,3,144.5
OI537061,ORD126011,PROD1011,1,215.22
OI514553,ORD104091,PROD1007,1,118.07
OI546175,ORD122441,PROD1030,1,263.14
OI541226,ORD127295,PROD1149,1,354.87
OI545586,ORD112280,PROD1106,1,
OI530142,ORD118910,PROD1089,2,546.87
OI544717,ORD119058,PROD1056,1,894.35
OI508057,ORD122524,PROD1071,2,344.76
OI514567,ORD102331,PROD1056,1,911.96
OI522509,ORD125272,PROD1165,1,349.41
OI562564,ORD125476,PROD1108,1,309.06
OI533388,ORD108504,PROD1103,1,100.61
OI521391,ORD113656,PROD1134,4,249.19
OI503212,ORD110434,PROD1052,1,606.84
OI524124,ORD107526,PROD1105,1,513.3
OI538371,ORD117881,PROD1030,4,264.04
OI534363,ORD114029,PROD1128,1,868.16
OI548940,ORD118011,PROD1155,1,241.25
OI563500,ORD108412,PROD1171,1,138.77
OI515829,ORD118791,PROD1075,2,592.28
OI530240,ORD120945,PROD1209,1,639.62
OI572879,ORD113472,PROD1156,2,37.84
OI518782,ORD122287,PROD1087,1,397.23
OI532882,ORD126496,PROD1182,1,694.03
OI531160,ORD115520,PROD1206,1,789.2
OI516928,ORD105980,PROD1177,1,71.8
OI515070,ORD100673,PROD1090,3,197.98
OI553165,ORD101972,PROD1129,1,329.67
OI559700,ORD124453,PROD1194,1,726.95
OI541266,ORD123700,PROD1192,1,718.11
OI558779,ORD106193,PROD1030,1,263.54
OI563674,ORD100091,PROD1177,1,70.25
OI558287,ORD101290,PROD1057,2,636.55
OI550895,ORD126139,PROD1208,1,212.77
